[9.91209,9.03585,0.7,0.135,0.105,0.0325,0.015,0.0025,0.01,0,0.3,0.316667,0.216667,0.108333],[0.0409167,26,51,0.348392,84,91,38,64,0.514064,-57,69,30,13,0.541666,0.30987,1]
[9.74144,5.27991,0.8175,0.0575,0.0275,0.0525,0.0275,0.01,0.0075,0,1,0,0,0],[0.30987,1,83,0.0667993,-17,25,39,47,0.610124,-100,50,36,22,0.381504,0.42755,-6]
[9.8851,4.89997,0.895,0.04,0.055,0.0025,0.005,0,0,0.0025,0.714286,0.261905,0.0238095,0],[0.42755,-6,42,0.061971,35,75,22,45,0.543307,-96,2,32,42,0.619266,0.148008,-15]
[9.82607,4.92724,0.7575,0.05,0.0625,0.06,0.035,0.015,0.01,0.01,0.113402,0.226804,0.494845,0.14433],[0.148008,-15,58,0.0522036,-108,24,39,65,0.621672,-90,56,19,20,0.439992,0.248935,-15]
[9.44571,3.56075,0.945,0.045,0.01,0,0,0,0,0,1,0,0,0],[0.248935,-15,95,0.228433,-24,90,34,43,0.31072,74,9,29,40,0.361813,0.48252,-11]
[9.82097,4.96708,0.8875,0.0375,0.0275,0.0075,0.02,0.0075,0.005,0.0075,0.777778,0.222222,0,0],[0.48252,-11,31,0.219117,18,53,38,46,0.624639,56,86,11,27,0.362797,0.232815,-4]
[9.96447,9.23933,0.77,0.1225,0.085,0.0125,0.01,0,0,0,0.554348,0.391304,0.0543478,0],[0.232815,-4,62,0.460695,37,52,17,67,0.647809,-71,78,22,17,0.474025,0.45474,8]
[10,2.42202,0.95,0.05,0,0,0,0,0,0,1,0,0,0],[0.45474,8,2,0.265494,-86,80,15,48,0.367144,84,68,19,13,0.689079,0.372122,18]
[9.9655,3.97573,0.86,0.045,0.0225,0.03,0.0225,0.005,0.0075,0.0075,0.321429,0.642857,0.0357143,0],[0.372122,18,84,0.188827,-54,34,36,51,0.590113,105,94,20,36,0.443791,0.41233,8]
[9.726,5.28401,0.8475,0.045,0.0425,0.0125,0.01,0.02,0.01,0.0125,0.409836,0.377049,0.147541,0.0491803],[0.41233,8,74,0.258043,44,82,38,26,0.698129,-81,5,20,38,0.406334,0.280029,24]
[9.94331,6.18784,0.8,0.08,0.075,0.0225,0.0175,0,0.005,0,0.7875,0.2,0.0125,0],[0.280029,24,85,0.387142,-11,61,26,47,0.614219,-91,33,28,12,0.378395,0.193235,-7]
[9.9883,4.41763,0.8125,0.0375,0.03,0.03,0.035,0.0175,0.0125,0.025,0.186667,0.506667,0.293333,0.0133333],[0.193235,-7,70,0.113602,-73,64,39,42,0.666969,-103,81,37,16,0.45258,0.379961,-12]
[9.59445,3.49397,0.9375,0.04,0.0175,0.005,0,0,0,0,1,0,0,0],[0.379961,-12,44,0.348689,9,20,35,40,0.408385,68,11,22,43,0.64001,0.499119,-26]
[9.50285,3.51003,0.91,0.05,0.0325,0,0.005,0.0025,0,0,0.722222,0.111111,0.138889,0.0277778],[0.499119,-26,43,0.254525,35,78,12,27,0.568993,87,70,28,44,0.401151,0.304342,4]
[9.85628,4.04051,0.9475,0.035,0.0175,0,0,0,0,0,1,0,0,0],[0.304342,4,74,0.311301,24,64,11,58,0.347015,20,43,33,48,0.405845,0.199762,14]
[9.98452,4.40741,0.9075,0.045,0.0275,0.01,0.01,0,0,0,0.459459,0.216216,0.189189,0.135135],[0.199762,14,68,0.381554,66,42,19,28,0.351715,97,33,25,18,0.49236,0.278586,-19]
[9.36166,4.96152,0.905,0.045,0.0225,0.015,0.0075,0.0025,0,0.0025,0.5,0.0526316,0.236842,0.131579],[0.278586,-19,73,0.206247,91,86,39,35,0.378971,-31,54,28,24,0.434531,0.339931,15]
[9.95681,5.36308,0.9225,0.0375,0.0375,0,0.0025,0,0,0,0.645161,0.193548,0.16129,0],[0.339931,15,1,0.489844,68,20,10,49,0.463084,-19,11,34,42,0.656773,0.0115791,25]
[9.98317,3.70673,0.87,0.02,0.025,0.02,0.015,0.0125,0.0075,0.03,0.134615,0.173077,0.480769,0.192308],[0.0115791,25,75,0.142558,-105,97,35,44,0.484408,-105,85,16,22,0.441135,0.423117,8]
[9.84732,4.10933,0.8775,0.0375,0.0225,0.02,0.01,0.01,0.005,0.0175,0.306122,0.102041,0.244898,0.244898],[0.423117,8,59,0.42115,-104,98,33,48,0.682769,102,25,16,48,0.637818,0.459091,-2]
[9.94501,4.06784,0.88,0.0525,0.0325,0.0175,0.0125,0.0025,0.0025,0,0.895833,0.104167,0,0],[0.459091,-2,42,0.473999,-11,49,17,37,0.688815,-101,4,21,12,0.641515,0.303223,-16]
[9.83601,5.15979,0.8925,0.055,0.045,0.005,0.0025,0,0,0,0.395349,0.488372,0.116279,0],[0.303223,-16,80,0.174804,56,14,15,36,0.478406,94,72,18,48,0.38399,0.0168298,4]
[9.99374,5.28692,0.81,0.1175,0.0575,0.0075,0,0.005,0.0025,0,0.710526,0.263158,0.0263158,0],[0.0168298,4,41,0.404389,47,31,16,22,0.464844,-11,51,26,40,0.477113,0.274174,29]
[9.82762,5.57452,0.8425,0.0475,0.0425,0.035,0.0175,0.005,0.0075,0.0025,1,0,0,0],[0.274174,29,6,0.308638,25,15,38,46,0.4803,-92,35,32,17,0.543741,0.278643,26]
[9.9827,5.94618,0.835,0.11,0.035,0.0125,0.0075,0,0,0,0.515152,0.30303,0.151515,0.030303],[0.278643,26,62,0.485852,-36,80,15,58,0.586261,-60,0,35,33,0.438938,0.123154,19]
[9.95872,6.64142,0.78,0.0775,0.0475,0.055,0.02,0.005,0.005,0.01,0.136364,0.238636,0.568182,0.0568182],[0.123154,19,83,0.372949,82,15,38,22,0.495788,-30,31,11,29,0.685708,0.00673312,12]
[9.97863,9.71484,0.57,0.145,0.17,0.05,0.025,0.0175,0.02,0.0025,0.918605,0.0813954,0,0],[0.00673312,12,23,0.187252,16,39,36,63,0.537547,8,55,19,38,0.640945,0.381121,-5]
[9.89446,2.97982,0.9475,0.035,0.0175,0,0,0,0,0,1,0,0,0],[0.381121,-5,70,0.32644,97,79,10,27,0.309354,78,32,34,13,0.588095,0.330177,15]
[9.97498,7.67865,0.765,0.085,0.075,0.04,0.025,0.0025,0,0.0075,1,0,0,0],[0.330177,15,11,0.46312,6,9,35,61,0.665514,-106,45,37,12,0.424759,0.373592,22]
[9.90264,4.02341,0.945,0.035,0.02,0,0,0,0,0,1,0,0,0],[0.373592,22,23,0.229796,-1,13,31,55,0.398847,81,82,13,28,0.45265,0.219867,-2]
[9.71642,2.6404,0.9275,0.04,0.0175,0.0025,0.0025,0,0.0025,0.0075,0.517241,0,0.137931,0.344828],[0.219867,-2,83,0.383092,-102,4,26,22,0.366948,-78,2,34,34,0.32146,0.150571,26]
[9.87782,5.82681,0.85,0.0525,0.0625,0.015,0.01,0.0025,0.005,0.0025,0.3,0.233333,0.2,0.15],[0.150571,26,29,0.403399,100,96,19,20,0.483189,-44,90,19,14,0.571867,0.152453,8]
[9.9953,6.2886,0.78,0.095,0.095,0.0175,0.005,0.0075,0,0,1,0,0,0],[0.152453,8,42,0.257486,0,9,26,44,0.544584,58,35,11,10,0.626869,0.217901,-15]
[9.58146,8.44239,0.7925,0.1425,0.055,0.0025,0.005,0.0025,0,0,0.710843,0.289157,0,0],[0.217901,-15,62,0.497353,32,30,15,52,0.628062,74,86,24,46,0.676229,0.348224,12]
[9.76718,4.37392,0.9425,0.0425,0.015,0,0,0,0,0,1,0,0,0],[0.348224,12,71,0.370295,57,28,14,51,0.37765,-99,5,34,29,0.670281,0.0115291,24]
[9.71341,7.04808,0.715,0.15,0.0875,0.0225,0.02,0.005,0,0,0.298246,0.342105,0.263158,0.0789474],[0.0115291,24,38,0.139485,-99,75,19,63,0.697164,83,97,35,45,0.404679,0.128215,0]
[9.99396,6.34717,0.8,0.0675,0.065,0.035,0.0175,0.0025,0.005,0.0075,0.375,0.4,0.2,0.025],[0.128215,0,58,0.11522,58,53,35,25,0.515708,-58,46,26,15,0.539235,0.0217517,-21]
[9.85089,4.79331,0.8225,0.105,0.0575,0.0075,0.0075,0,0,0,0.661972,0.28169,0.056338,0],[0.0217517,-21,19,0.202003,-30,44,11,45,0.448138,-86,96,12,48,0.69908,0.345955,-4]
[9.9865,4.70335,0.9125,0.03,0.04,0.0125,0.0025,0.0025,0,0,0.657143,0.257143,0.0857143,0],[0.345955,-4,34,0.0860401,30,88,22,50,0.441262,37,20,39,22,0.387809,0.3655,-2]
[9.93736,3.34114,0.9225,0.0425,0.0325,0,0,0.0025,0,0,0.612903,0.129032,0.225806,0.0322581],[0.3655,-2,58,0.0565866,4,91,14,39,0.439928,50,21,23,41,0.526389,0.434568,12]
[9.95681,6.63446,0.8375,0.05,0.0375,0.035,0.0175,0.0075,0.005,0.01,0.430769,0.338462,0.169231,0.0615385],[0.434568,12,4,0.317916,44,86,39,43,0.676911,-11,16,27,36,0.641581,0.393329,-11]
[9.91854,2.47711,0.95,0.03,0.02,0,0,0,0,0,1,0,0,0],[0.393329,-11,14,0.124898,-32,25,37,38,0.353325,79,80,18,37,0.597487,0.0893899,-27]
[9.9612,7.20761,0.62,0.055,0.0875,0.0475,0.03,0.01,0.0125,0.1375,0.710526,0.25,0.0394737,0],[0.0893899,-27,60,0.0112854,-60,34,21,51,0.674167,-8,28,32,15,0.607341,0.2348,-28]
[9.32703,3.95109,0.9175,0.0375,0.0225,0.01,0.01,0.0025,0,0,0.575758,0.151515,0.0606061,0.0909091],[0.2348,-28,60,0.450473,-77,92,23,52,0.378491,8,8,12,17,0.652007,0.376755,-22]
[9.46231,4.23831,0.95,0.0375,0.0125,0,0,0,0,0,1,0,0,0],[0.376755,-22,58,0.325746,47,12,39,47,0.399101,-4,34,20,44,0.637856,0.127697,14]
[9.99421,6.56381,0.7325,0.1125,0.11,0.0275,0.01,0.005,0.0025,0,1,0,0,0],[0.127697,14,52,0.432151,4,3,21,38,0.626482,-66,38,22,25,0.618726,0.0433608,12]
[9.87998,7.10827,0.78,0.1125,0.08,0.015,0.0075,0.005,0,0,0.511364,0.227273,0.238636,0.0227273],[0.0433608,12,22,0.13023,40,85,25,50,0.422342,-99,73,19,14,0.474605,0.101247,-25]
[9.92997,3.46236,0.8875,0.05,0.0525,0,0.0075,0.0025,0,0,0.711111,0.244444,0.0444444,0],[0.101247,-25,79,0.167201,31,52,11,21,0.3861,-1,76,31,33,0.492505,0.205112,-29]
[9.45479,9.00756,0.6775,0.0925,0.06,0.025,0.035,0.02,0.0225,0.0675,0.186047,0.379845,0.341085,0.0775194],[0.205112,-29,61,0.0345318,80,86,24,59,0.653198,67,57,25,11,0.68457,0.4763,-28]
[9.74825,2.84216,0.905,0.045,0.02,0.0075,0.005,0.01,0.005,0.0025,0.526316,0.0526316,0.184211,0.131579],[0.4763,-28,11,0.111226,-70,78,37,56,0.549731,-30,75,27,20,0.377268,0.329688,18]
[9.96607,3.97457,0.945,0.0375,0.0175,0,0,0,0,0,1,0,0,0],[0.329688,18,36,0.0829706,83,60,15,61,0.328901,-51,26,25,18,0.689697,0.424267,-12]
[9.46655,2.91925,0.915,0.035,0.02,0.01,0.0075,0.005,0.0025,0.005,0.441176,0.117647,0.264706,0.117647],[0.424267,-12,81,0.211937,-80,92,21,32,0.601824,-47,97,28,10,0.502535,0.00229461,-8]
[9.95276,7.01009,0.7775,0.09,0.0725,0.04,0.015,0,0.005,0,0.134831,0.202247,0.337079,0.258427],[0.00229461,-8,96,0.486571,91,51,32,46,0.401837,-106,19,19,16,0.698535,0.001219,-5]
[9.97763,3.06974,0.8675,0.035,0.0225,0.01,0.0075,0.005,0.0075,0.045,0.415094,0.54717,0.0377358,0],[0.001219,-5,30,0.17143,-50,57,34,21,0.556446,-44,69,10,40,0.433443,0.440505,14]
[9.98753,2.74309,0.945,0.035,0.02,0,0,0,0,0,1,0,0,0],[0.440505,14,31,0.23952,61,66,30,21,0.362511,21,77,13,35,0.663056,0.239537,-2]
[9.9766,4.05524,0.95,0.03,0.02,0,0,0,0,0,1,0,0,0],[0.239537,-2,50,0.0647241,78,42,19,36,0.316576,44,68,39,47,0.632489,0.176787,-1]
[9.99178,5.97136,0.81,0.0425,0.0275,0.0175,0.0225,0.0225,0.01,0.0475,0.197368,0.210526,0.460526,0.105263],[0.176787,-1,60,0.0439371,-97,3,19,30,0.564614,62,91,32,42,0.689681,0.430964,26]
[9.93438,4.41328,0.8875,0.055,0.04,0.01,0.005,0,0.0025,0,0.977778,0.0222222,0,0],[0.430964,26,30,0.181135,-1,31,18,49,0.558537,-68,47,17,34,0.481741,0.19696,21]
[9.81766,6.6295,0.825,0.0825,0.055,0.0225,0.01,0.005,0,0,0.228571,0.171429,0.142857,0.3],[0.19696,21,45,0.0556299,101,72,22,57,0.482713,-23,83,37,39,0.374714,0.195017,-1]
[9.98716,3.1161,0.9075,0.04,0.0275,0,0.005,0.0025,0.005,0.0125,0.243243,0.351351,0.324324,0.0810811],[0.195017,-1,69,0.0744317,-93,74,17,22,0.515851,60,57,14,34,0.303781,0.200976,13]
[9.9757,5.82765,0.7625,0.0775,0.0775,0.0225,0.025,0.015,0.01,0.01,0.126316,0.221053,0.347368,0.189474],[0.200976,13,16,0.443062,-104,74,37,69,0.635284,-45,23,16,38,0.67801,0.303717,1]
[9.91424,4.20359,0.895,0.04,0.03,0.0075,0.0125,0.0075,0.0025,0.005,0.404762,0.285714,0.214286,0.0714286],[0.303717,1,71,0.473451,67,55,38,20,0.441299,79,4,37,26,0.6347,0.282572,0]
[9.92164,5.96349,0.87,0.0575,0.065,0,0.0025,0.005,0,0,0.519231,0.384615,0.0961538,0],[0.282572,0,54,0.286214,50,39,12,27,0.551015,0,38,31,48,0.449434,0.440799,-23]
[9.72293,2.16037,0.9425,0.0275,0.0275,0,0.0025,0,0,0,0.695652,0.130435,0.130435,0.0434783],[0.440799,-23,25,0.396166,-87,42,17,38,0.470865,-60,11,37,33,0.464749,0.439242,-20]
[9.15726,5.69388,0.8775,0.0475,0.0375,0.02,0.0075,0.0075,0.0025,0,0.55102,0.346939,0.0816327,0.0204082],[0.439242,-20,75,0.441871,33,72,36,66,0.564801,0,45,30,32,0.635083,0.107412,-11]
[9.76223,8.37107,0.81,0.11,0.07,0,0.005,0.005,0,0,0.657895,0.25,0.0789474,0.0131579],[0.107412,-11,81,0.497768,49,52,14,67,0.506315,-15,40,14,29,0.575729,0.0519721,13]
[9.97001,10.7851,0.6525,0.1575,0.1275,0.0375,0.0175,0.0075,0,0,0.0647482,0.460432,0.338129,0.0863309],[0.0519721,13,23,0.490513,105,46,21,43,0.654081,92,88,12,30,0.514711,0.225487,-29]
[9.30754,6.98318,0.725,0.0525,0.0475,0.0175,0.0275,0.01,0.0075,0.1125,0.272727,0.236364,0.3,0.163636],[0.225487,-29,79,0.035771,34,40,28,20,0.692182,96,70,37,14,0.693226,0.0998109,9]
[9.98352,3.37229,0.8875,0.0425,0.03,0.015,0.0125,0.005,0.005,0.0025,0.688889,0.266667,0.0444444,0],[0.0998109,9,31,0.1393,-24,57,30,37,0.35344,22,19,34,48,0.410888,0.343281,-11]
[9.93282,6.48506,0.825,0.0725,0.0625,0.0275,0,0.0075,0.005,0,0.2,0.614286,0.185714,0],[0.343281,-11,25,0.0110012,67,7,27,36,0.593072,2,19,33,44,0.457005,0.4669,27]
[9.96439,3.42193,0.935,0.0375,0.0225,0.0025,0.0025,0,0,0,0.923077,0.0384615,0,0.0384615],[0.4669,27,43,0.129114,66,94,16,30,0.497368,-59,19,33,45,0.668005,0.238774,-11]
[9.83803,5.2822,0.895,0.05,0.045,0.0075,0.0025,0,0,0,0.404762,0.0714286,0.190476,0.333333],[0.238774,-11,55,0.160195,90,15,18,48,0.394603,-45,61,33,13,0.540771,0.0191262,20]
[9.92611,3.97411,0.89,0.045,0.025,0.0125,0.0075,0.0125,0.0075,0,0.386364,0.409091,0.204545,0],[0.0191262,20,81,0.069897,-67,33,12,29,0.405866,-26,58,12,32,0.698515,0.179143,-12]
[9.93009,4.61208,0.8925,0.0475,0.0425,0.0125,0.0025,0,0,0.0025,0.395349,0.0930233,0.511628,0],[0.179143,-12,10,0.344455,78,8,25,23,0.368859,-15,3,30,24,0.527566,0.247951,6]
[9.91896,6.03481,0.8775,0.055,0.05,0.01,0.0025,0.005,0,0,0.44898,0.163265,0.163265,0.163265],[0.247951,6,63,0.239778,74,64,19,66,0.4296,38,75,38,48,0.560532,0.318011,-5]
[10,2.9758,0.9225,0.06,0.015,0,0.0025,0,0,0,0.580645,0.0322581,0.225806,0.16129],[0.318011,-5,8,0.09067,-81,1,17,59,0.401718,51,48,37,32,0.473691,0.09834,16]
[9.92026,4.69974,0.87,0.0625,0.05,0.0125,0.0025,0.0025,0,0,0.538462,0.211538,0.153846,0.0769231],[0.09834,16,74,0.33447,42,94,18,36,0.37034,64,92,10,36,0.667598,0.418804,6]
[9.70536,2.17439,0.95,0.0325,0.0175,0,0,0,0,0,1,0,0,0],[0.418804,6,62,0.286283,-67,82,29,25,0.410624,-62,35,37,24,0.671905,0.255994,21]
[9.98003,8.18333,0.775,0.115,0.075,0.02,0.0075,0,0.0075,0,0.2,0.666667,0.133333,0],[0.255994,21,54,0.393419,63,23,25,50,0.605695,66,6,12,47,0.693646,0.266667,16]
[9.96086,3.06534,0.95,0.03,0.02,0,0,0,0,0,1,0,0,0],[0.266667,16,71,0.190224,56,76,12,26,0.32374,-96,35,17,10,0.543164,0.220467,-17]
[9.95681,3.77297,0.915,0.035,0.045,0.0025,0,0.0025,0,0,0.823529,0.176471,0,0],[0.220467,-17,7,0.44257,22,30,20,35,0.358523,0,54,36,11,0.635664,0.0661641,-29]
[9.95622,5.53691,0.8575,0.0625,0.065,0.015,0,0,0,0,0.701754,0.280702,0.0175439,0],[0.0661641,-29,98,0.101589,-25,70,10,38,0.55496,103,15,38,24,0.31796,0.130116,-17]
[9.92511,6.41616,0.815,0.065,0.0825,0.0225,0.0075,0.0025,0.005,0,1,0,0,0],[0.130116,-17,33,0.286102,13,9,37,61,0.411266,79,30,33,21,0.68832,0.0434076,-14]
[9.94423,5.40824,0.865,0.0575,0.055,0.015,0.005,0.0025,0,0,0.481481,0.333333,0.185185,0],[0.0434076,-14,16,0.250162,-6,94,23,67,0.338731,-82,20,30,16,0.446477,0.200897,-15]
[9.93252,5.02537,0.765,0.0325,0.035,0.02,0.0125,0.02,0.0175,0.0975,0.0851064,0.670213,0.191489,0.0531915],[0.200897,-15,20,0.022348,-92,56,34,47,0.684705,-47,6,22,22,0.603833,0.172105,9]
[9.98293,4.28359,0.855,0.035,0.03,0.0175,0.02,0.015,0.0175,0.01,0.206897,0.431034,0.362069,0],[0.172105,9,44,0.325349,-79,2,37,47,0.493497,-20,83,36,29,0.60863,0.310216,-26]
[8.93374,6.44919,0.79,0.0775,0.06,0.035,0.0275,0.005,0.005,0,0.630952,0.357143,0.0119048,0],[0.310216,-26,78,0.314505,-18,75,38,59,0.605614,103,82,27,12,0.634965,0.328529,-7]
[9.98871,6.69231,0.8325,0.065,0.06,0.0225,0.0125,0.0025,0.005,0,0.671642,0.328358,0,0],[0.328529,-7,36,0.215965,2,69,29,67,0.583808,-55,77,23,11,0.465187,0.120393,-18]
[9.88532,3.85496,0.85,0.04,0.0175,0.0125,0.0175,0.0125,0.0125,0.0375,0.1,0.5,0.3,0.0833333],[0.120393,-18,21,0.434442,-103,27,33,26,0.69043,10,54,36,41,0.306477,0.43947,11]
[9.99475,2.19882,0.9475,0.0325,0.02,0,0,0,0,0,1,0,0,0],[0.43947,11,26,0.464414,-75,52,19,40,0.405956,81,83,26,44,0.617481,0.145876,-26]
[9.6398,3.34183,0.8775,0.03,0.025,0.015,0.0125,0.0125,0.02,0.0075,0.244898,0.326531,0.367347,0.0408163],[0.145876,-26,36,0.317795,-74,69,39,47,0.420163,-82,44,12,47,0.460327,0.459747,23]
[9.93249,4.15152,0.9475,0.0375,0.015,0,0,0,0,0,1,0,0,0],[0.459747,23,79,0.186226,53,93,19,62,0.410511,46,42,37,36,0.586996,0.274125,-23]
[9.6718,8.37808,0.7525,0.08,0.1025,0.04,0.0125,0.01,0,0.0025,0.282828,0.50505,0.20202,0.010101],[0.274125,-23,38,0.416639,66,46,37,49,0.640302,-74,69,38,13,0.61537,0.498802,11]
[9.98854,3.7644,0.95,0.03,0.02,0,0,0,0,0,1,0,0,0],[0.498802,11,47,0.177628,107,57,28,32,0.450607,-84,72,28,47,0.315883,0.0197594,-4]
[9.9796,4.56507,0.8125,0.0625,0.07,0.0225,0.02,0.0075,0.005,0,0.84,0.16,0,0],[0.0197594,-4,47,0.220064,3,66,15,24,0.563977,-22,52,22,42,0.3311,0.396137,-6]
[10,2.22538,0.9175,0.04,0.01,0.0125,0.0075,0.005,0.005,0.0025,0.333333,0.121212,0.333333,0.151515],[0.396137,-6,4,0.142989,-87,86,11,25,0.641183,-47,50,25,31,0.44575,0.404354,-4]
[9.6359,6.22057,0.8375,0.055,0.0475,0.0325,0.01,0.0075,0.005,0.005,0.246154,0.0923077,0.415385,0.230769],[0.404354,-4,83,0.23154,98,64,36,35,0.627842,88,75,13,15,0.350987,0.424621,-21]
[9.82762,2.19857,0.9475,0.035,0.0175,0,0,0,0,0,1,0,0,0],[0.424621,-21,2,0.223152,-86,84,10,42,0.316469,104,54,15,46,0.576411,0.488155,-26]
[9.01539,3.76755,0.9125,0.035,0.0175,0.0075,0.0075,0.005,0.01,0.005,0.4,0.142857,0.457143,0],[0.488155,-26,66,0.00833333,-77,29,24,35,0.649462,101,36,19,38,0.314703,0.491309,-12]
[9.30785,3.22578,0.9125,0.0425,0.02,0.0025,0.0125,0.0075,0.0025,0,0.514286,0.0285714,0.142857,0.228571],[0.491309,-12,75,0.160266,-108,64,30,52,0.575577,-29,7,16,12,0.517886,0.146671,16]
[9.95681,4.26113,0.8925,0.0575,0.0425,0.0025,0.0025,0.0025,0,0,0.651163,0.209302,0.0930233,0.0465116],[0.146671,16,0,0.0218138,38,91,10,37,0.380293,-52,66,29,10,0.36209,0.387819,21]
[9.96759,5.73974,0.865,0.075,0.045,0.0075,0.0025,0.005,0,0,0.537037,0.351852,0.111111,0],[0.387819,21,39,0.242584,-41,76,12,68,0.652432,59,94,26,26,0.617932,0.120911,-10]
